signal_date,trade_date,next_signal_date,exit_date,rebalance_date,holding_end_date,fund_code,style,side,weight,alpha
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,450004,Small Growth,short,-0.0125,-0.0008404896396947939
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000996,Small Growth,short,-0.0125,-0.0008417700205198466
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000805,Small Growth,short,-0.0125,-0.0008493226381122267
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000263,Small Growth,short,-0.0125,-0.0008495142708323878
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,001540,Small Growth,short,-0.0125,-0.0008715452233275553
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,001404,Small Growth,short,-0.0125,-0.0008721708745043715
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000063,Small Growth,short,-0.0125,-0.000875144125688526
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,580008,Small Growth,short,-0.0125,-0.0009792239021998916
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,481004,Small Growth,short,-0.0125,-0.0009891532397188693
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000935,Small Growth,short,-0.0125,-0.0010689421743139663
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000404,Small Growth,short,-0.0125,-0.001079579542286132
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,001468,Small Growth,short,-0.0125,-0.0010937754150064601
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000893,Small Growth,short,-0.0125,-0.0012601868806115203
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,001409,Small Growth,short,-0.0125,-0.0012633087105901313
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,257050,Small Growth,short,-0.0125,-0.0013761960738776858
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,160127,Small Value,long,0.019230769230769232,0.0005492571014690116
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,001528,Small Value,long,0.019230769230769232,0.0005212507330591341
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,420003,Small Value,long,0.019230769230769232,0.000515779180443894
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,163110,Small Value,long,0.019230769230769232,0.00047927710963283814
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000309,Small Value,long,0.019230769230769232,0.0004090471222053608
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000577,Small Value,long,0.019230769230769232,0.0004003032358137258
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,001178,Small Value,long,0.019230769230769232,0.00037811736120661396
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,001564,Small Value,long,0.019230769230769232,0.0003433227277067055
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,001736,Small Value,long,0.019230769230769232,0.0003359960420401038
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,020026,Small Value,long,0.019230769230769232,0.0003041363342601482
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,001244,Small Value,long,0.019230769230769232,0.0002897833155970018
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000974,Small Value,long,0.019230769230769232,0.0002752822637904172
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,160212,Small Value,long,0.019230769230769232,0.00023849089013707337
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000684,Small Value,short,-0.019230769230769232,-0.0005983899282702427
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,001097,Small Value,short,-0.019230769230769232,-0.0006226251717404887
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,001417,Small Value,short,-0.019230769230769232,-0.0006256020553811676
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,470006,Small Value,short,-0.019230769230769232,-0.0006412963430457099
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,240020,Small Value,short,-0.019230769230769232,-0.0006882063731441096
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000878,Small Value,short,-0.019230769230769232,-0.0006929265933857749
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000689,Small Value,short,-0.019230769230769232,-0.000734250430532114
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000690,Small Value,short,-0.019230769230769232,-0.0007423544197693525
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,050026,Small Value,short,-0.019230769230769232,-0.0007429002797775881
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,001766,Small Value,short,-0.019230769230769232,-0.0008078844513241912
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,110023,Small Value,short,-0.019230769230769232,-0.0008324265659657079
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,519644,Small Value,short,-0.019230769230769232,-0.0010586250636403643
2017-01-26,2017-02-03,2017-02-28,2017-03-01,2017-01-26,2017-03-01,000220,Small Value,short,-0.019230769230769232,-0.001503524712182818
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,110025,Large Growth,long,0.25,0.0019616241886334504
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,163503,Large Growth,short,-0.25,-0.00034430718038500844
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,960000,Large Value,long,0.125,0.0005364053466934776
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,540006,Large Value,long,0.125,0.0005236477894340695
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,166007,Large Value,short,-0.125,2.5181242020607428e-05
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000458,Large Value,short,-0.125,2.1845209854046106e-05
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,519091,Small Growth,long,0.010869565217391304,0.0008280590212425578
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,690007,Small Growth,long,0.010869565217391304,0.0007213386544758911
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,229002,Small Growth,long,0.010869565217391304,0.0006568864612692275
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001449,Small Growth,long,0.010869565217391304,0.0006233883058331443
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,050014,Small Growth,long,0.010869565217391304,0.0005784781200089645
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001421,Small Growth,long,0.010869565217391304,0.0005468941388312948
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001017,Small Growth,long,0.010869565217391304,0.0005028286723352118
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,519983,Small Growth,long,0.010869565217391304,0.0004722654125855263
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,519975,Small Growth,long,0.010869565217391304,0.00046417070046739543
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,410009,Small Growth,long,0.010869565217391304,0.0004632067466459064
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000520,Small Growth,long,0.010869565217391304,0.0004553703304731723
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,519756,Small Growth,long,0.010869565217391304,0.00036784461282292217
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000778,Small Growth,long,0.010869565217391304,0.0003474698829050828
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,090009,Small Growth,long,0.010869565217391304,0.00032305252793061263
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001154,Small Growth,long,0.010869565217391304,0.0002991544081301996
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001830,Small Growth,long,0.010869565217391304,0.00021628971194263174
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,233009,Small Growth,long,0.010869565217391304,0.00020108275630714668
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000654,Small Growth,long,0.010869565217391304,0.0001879443942707803
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,690005,Small Growth,long,0.010869565217391304,0.00018315230422686268
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001219,Small Growth,long,0.010869565217391304,0.0001732138829893692
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,630011,Small Growth,long,0.010869565217391304,0.00017086229779664165
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,160627,Small Growth,long,0.010869565217391304,0.0001564075195934437
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,550003,Small Growth,long,0.010869565217391304,0.0001424219362651314
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,161610,Small Growth,short,-0.010869565217391304,-0.0007448014003232977
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000073,Small Growth,short,-0.010869565217391304,-0.0007563322012484833
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,110002,Small Growth,short,-0.010869565217391304,-0.0007588794357321228
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,260117,Small Growth,short,-0.010869565217391304,-0.0007633135995482856
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001227,Small Growth,short,-0.010869565217391304,-0.0007737462698366136
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000063,Small Growth,short,-0.010869565217391304,-0.000775960050125553
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001184,Small Growth,short,-0.010869565217391304,-0.0007823318418834482
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,700001,Small Growth,short,-0.010869565217391304,-0.0008184632613702576
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001540,Small Growth,short,-0.010869565217391304,-0.000822094842562255
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000263,Small Growth,short,-0.010869565217391304,-0.0008384131087406602
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001404,Small Growth,short,-0.010869565217391304,-0.0008468332671554852
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001150,Small Growth,short,-0.010869565217391304,-0.0008600710117077888
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,450004,Small Growth,short,-0.010869565217391304,-0.0008680645343173885
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,481004,Small Growth,short,-0.010869565217391304,-0.0008819455530439078
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000935,Small Growth,short,-0.010869565217391304,-0.0009070807387918712
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000996,Small Growth,short,-0.010869565217391304,-0.0009284524964127809
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001468,Small Growth,short,-0.010869565217391304,-0.0009475973765136021
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,580008,Small Growth,short,-0.010869565217391304,-0.0009829634659352117
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000805,Small Growth,short,-0.010869565217391304,-0.000994852925261986
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000404,Small Growth,short,-0.010869565217391304,-0.0010504773970458434
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000893,Small Growth,short,-0.010869565217391304,-0.0011747358661975175
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001409,Small Growth,short,-0.010869565217391304,-0.001202460000251726
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,257050,Small Growth,short,-0.010869565217391304,-0.0013346266369502584
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,160127,Small Value,long,0.019230769230769232,0.0005372714560123629
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,420003,Small Value,long,0.019230769230769232,0.0005141073483827248
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,163110,Small Value,long,0.019230769230769232,0.0004756470975284694
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001528,Small Value,long,0.019230769230769232,0.00041648758603832507
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000577,Small Value,long,0.019230769230769232,0.00040705059267842256
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000309,Small Value,long,0.019230769230769232,0.00039049758608145535
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,020026,Small Value,long,0.019230769230769232,0.00034419793675008004
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001564,Small Value,long,0.019230769230769232,0.0003309632661248329
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001178,Small Value,long,0.019230769230769232,0.0003249308329814272
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001736,Small Value,long,0.019230769230769232,0.0002969128804545606
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001244,Small Value,long,0.019230769230769232,0.00029362457423274277
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000974,Small Value,long,0.019230769230769232,0.00028160826001242547
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000979,Small Value,long,0.019230769230769232,0.00025544566398375327
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000684,Small Value,short,-0.019230769230769232,-0.0005244593905703527
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001036,Small Value,short,-0.019230769230769232,-0.0005388628323813238
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000870,Small Value,short,-0.019230769230769232,-0.0005406418291149743
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000867,Small Value,short,-0.019230769230769232,-0.0005548181464001757
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,399011,Small Value,short,-0.019230769230769232,-0.000565379492379189
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000711,Small Value,short,-0.019230769230769232,-0.0005841085365427135
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,470006,Small Value,short,-0.019230769230769232,-0.0006281867792315749
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,240020,Small Value,short,-0.019230769230769232,-0.0006561911066988214
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,001097,Small Value,short,-0.019230769230769232,-0.000656835540696061
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000878,Small Value,short,-0.019230769230769232,-0.0006648249774984804
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000689,Small Value,short,-0.019230769230769232,-0.000677775944764238
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000690,Small Value,short,-0.019230769230769232,-0.000697897798178212
2017-02-28,2017-03-01,2017-03-31,2017-04-01,2017-02-28,2017-04-01,000220,Small Value,short,-0.019230769230769232,-0.0014097216180347274
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,240022,Large Growth,long,0.25,0.0017863506254358111
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,163503,Large Growth,short,-0.25,-0.0003321033936878623
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,960000,Large Value,long,0.125,0.0004770775144945919
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,540006,Large Value,long,0.125,0.00046477969030689196
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,166007,Large Value,short,-0.125,9.726419579021424e-06
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,000458,Large Value,short,-0.125,6.3495379773536404e-06
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,519091,Small Growth,long,0.013157894736842105,0.0008555810096970239
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,161225,Small Growth,long,0.013157894736842105,0.0007898934522048993
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001694,Small Growth,long,0.013157894736842105,0.0007707567799989647
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,050014,Small Growth,long,0.013157894736842105,0.0006160642104749679
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001449,Small Growth,long,0.013157894736842105,0.0006022392355562089
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,229002,Small Growth,long,0.013157894736842105,0.0005726528744918937
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001017,Small Growth,long,0.013157894736842105,0.0004875984532486631
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,000520,Small Growth,long,0.013157894736842105,0.0004589761779589468
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001421,Small Growth,long,0.013157894736842105,0.0004552270001637773
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,519975,Small Growth,long,0.013157894736842105,0.00043434780918588764
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,519983,Small Growth,long,0.013157894736842105,0.0003794564120467856
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,519756,Small Growth,long,0.013157894736842105,0.0003704463533331718
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,410009,Small Growth,long,0.013157894736842105,0.00036616035752201517
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,000778,Small Growth,long,0.013157894736842105,0.0003579913085535909
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001154,Small Growth,long,0.013157894736842105,0.000339301922552628
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,519172,Small Growth,long,0.013157894736842105,0.0003170212715664666
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,690005,Small Growth,long,0.013157894736842105,0.0002804651314039254
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001018,Small Growth,long,0.013157894736842105,0.0002497279327859322
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,000199,Small Growth,long,0.013157894736842105,0.00023827464780920668
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001225,Small Growth,short,-0.013157894736842105,-0.0006759029430823784
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,000209,Small Growth,short,-0.013157894736842105,-0.0007044447655470852
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001150,Small Growth,short,-0.013157894736842105,-0.0007048513267718616
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,450004,Small Growth,short,-0.013157894736842105,-0.0007202453434411505
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001322,Small Growth,short,-0.013157894736842105,-0.000720955217109351
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001268,Small Growth,short,-0.013157894736842105,-0.0007258533676839001
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001540,Small Growth,short,-0.013157894736842105,-0.000729749931885346
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,000263,Small Growth,short,-0.013157894736842105,-0.0007301426863297058
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,000063,Small Growth,short,-0.013157894736842105,-0.0007303895816189515
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,700001,Small Growth,short,-0.013157894736842105,-0.000754013988574955
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001404,Small Growth,short,-0.013157894736842105,-0.0007795126172551051
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,000935,Small Growth,short,-0.013157894736842105,-0.0007906581957526258
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001468,Small Growth,short,-0.013157894736842105,-0.0008125989807242174
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,481004,Small Growth,short,-0.013157894736842105,-0.0008414811791412364
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,000996,Small Growth,short,-0.013157894736842105,-0.0009055813687600159
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,000404,Small Growth,short,-0.013157894736842105,-0.0009459560487146846
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,000805,Small Growth,short,-0.013157894736842105,-0.000949960124333371
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,000893,Small Growth,short,-0.013157894736842105,-0.0010720226092848359
2017-03-31,2017-04-01,2017-04-28,2017-05-02,2017-03-31,2017-05-02,001409,Small Growth,short,-0.013157894736842105,-0.0011229150374484414
